_id,userId,skillId,score
67027ce18f14d777fee288b2,67013cc9a25cfa0d89dbb105,66ff7be7d1312483599a8dd8,76
670291db398e7efea9400b77,67013cc9a25cfa0d89dbb105,66fd1200959f8b790f41290f,69
67029ebd398e7efea9400b78,67013cc9a25cfa0d89dbb105,66fd116e959f8b790f412908,45
6702a0f6398e7efea9400b7a,67013cc9a25cfa0d89dbb105,66fd1190959f8b790f41290a,32
4fea12c8-1224-48b8-9eeb-f862e2f9682e,ebb40155-7474-49d2-8613-f624b245222e,05befe60-d3a1-46f0-b258-4075c63779a2,14
be4c6b6f-f18c-4858-aa9b-9980385f37eb,620bf8d9-8661-4dc5-bb02-087b5158168f,ca05e636-9887-41e9-8bdd-20f0ac1b5d4e,14
8104b848-c85f-4a9c-8584-69f5d66dcad6,dee5af30-2ffe-4df2-b779-61de935da43a,2ea20cba-2a50-4291-a4ba-60915f9b650b,55
050ef692-3cf5-42ff-98d6-14c2a7c0ee88,05669ffd-24cf-4f43-89e7-17863148fea1,6927fce2-845a-45a1-a714-17554ec33666,76
a2fc3fec-d197-4b26-86ec-fdf074efa3ac,fc1235ac-85de-408f-95f4-e15559fea780,ca05e636-9887-41e9-8bdd-20f0ac1b5d4e,28
da8e2e7d-a13b-4b7b-8fa8-9bae7a2b7d10,d94c9a16-ca3c-40f3-af75-f46357a0cb56,64daba15-4b81-4e17-88d7-207021233ea9,8
c5d628db-51fc-4a40-befe-89f4fa787f7b,9917354c-cadb-483c-a27f-e36ac19fc369,db679ef7-89a0-4ad7-97c1-3563c7f03136,23
61ca3e54-669a-4307-8ee2-27f0c4caa08a,a41a61f9-e08f-49af-be79-3a396cd82a79,7d7d97aa-3684-4401-83f0-fd8f6ae407f8,5
a0790b24-6c79-426b-b430-94de266360b4,d436f842-2418-408c-b95a-39f0d1f647b1,15a7f6b9-dd79-4456-a240-844d46418737,46
242ab6f8-578f-4244-9e14-96f3637de9e9,ee8dfc1e-deb7-48ce-8ec2-882a22f6f4bc,4a40ecc1-0d70-4adb-82e9-a6beff826e61,29
183d2436-1eff-447f-9ef1-8034a90be90a,02dade86-93ff-49dd-9789-68dd692ae174,c4f1d6fa-9005-4fb0-9969-186f34beb1f0,46
19054936-7f26-4aa0-9e9a-afec8882cbc5,f0ed4a7d-30ce-4929-81bf-43f247d683bc,54c24cae-288c-4234-93a6-1204d3d26f00,32
9390ad27-27b3-442f-8cd9-f5d27a8d8369,733f81bc-fea7-4303-918e-d79df8073ec2,41990c75-864c-4a4b-b26e-668c725977c7,35
f0ea6184-112f-444b-a136-24e0cc60de58,8feec357-2c3f-48a7-ba64-308537591234,54c24cae-288c-4234-93a6-1204d3d26f00,74
6397f8d3-94c9-4608-8bfd-66e9599f7cde,894073e2-cf99-4a52-9422-ade28adf3ebb,ef99cfe3-01d3-4f35-aab2-6a337b773f97,82
8f2f1bf9-9fe4-4004-b1c9-2f1e9ce3c13d,5c1ef639-07c1-43e7-be9a-876933db2ad3,b4e909b9-bd93-44a1-934d-cdc0531b9d38,76
271fc925-66a8-4cd8-917b-c722db7ef426,835f4f9e-c83d-4012-ab4d-f16291cbecec,3814e951-dfa1-4575-8fd6-89016a17ae5b,90
46c0b21a-241e-4e03-8d2b-e84f8d50c25d,d57f2783-010d-4b76-aa0d-82ad4e9e168c,29c547bc-f87f-4783-8c7f-bfd7350461fb,10
02120052-bbc7-4864-9cdf-aa6c04849cf7,a03b3f8d-919f-4c65-8862-d2842a25c5a9,e26d5426-cb0b-46c5-af49-b59cb2d85031,33
f2f7b1f1-87f4-459b-a9a9-4b0f83030aa2,2363040a-cd6d-4c4e-934c-cb7367c7f1c9,067cf887-6008-4407-b165-402f28eb9f8c,37
5a610c55-af76-4e7a-ae38-f7c2078d086e,2a4960aa-dbab-4454-990e-6d5bcad65624,79c85161-b43b-44fd-86c9-1709cce5f009,100
bd760b7e-7f1a-4b62-a8f2-52f5ffe7b422,37b390f8-c69b-4b91-893f-c637fc61300e,4e1e2060-1f7c-4a8b-b003-a1ef661e6f0e,21
4c66a871-9a9d-47c5-8abb-a1e61a2e8efe,79e5a3cf-04da-4738-8177-73c6bc20d661,f9767e48-fddd-47ed-98c8-4a08bc2858ea,58
7d8601a7-3250-4eff-8fac-c610257ae5ed,da0c3a7b-33c5-4565-9ad5-806c22eb6cdf,c5baaf7a-a489-4e17-a655-8624897f0f86,45
03a68849-f097-4356-9b44-9b84fc8cef72,977dc216-6b90-4155-8bd3-2bf12b51b018,7438e8a3-7652-441d-bc83-380ab056e4df,22
7b6a312c-fb92-4ef2-81ad-d9ec467a2a2d,1a4c4ad7-7751-41cb-a5e7-28f965408377,4bfbd1ff-d6a2-414c-954b-50d785df751c,56
0719cc9c-e8de-41db-b3a4-9d92b983df24,0e9f5430-12ce-47f4-96c2-624334e9a977,05befe60-d3a1-46f0-b258-4075c63779a2,51
2f286b94-e610-44d0-b56a-0dbf8d271d51,5afd79a2-eec4-4d74-9dec-19817651d3be,c3bfe6c0-6288-46d7-a768-c0038a451904,16
0f38c96d-58e6-44ec-8b1f-f80d288c31ab,46ca4758-b492-4dba-a217-020658e62137,da7dc7f9-4925-4de4-8a47-90fe101c5e97,53
ac2efea8-9dc6-44dc-8e7b-9e9978aba710,ee3fd9f2-27d6-4b28-af59-095c0de5d3e7,8cec2b2f-0704-4e37-a112-c8e8339bb7d5,54
b8ba4818-38ad-4b79-91b6-f0775b7a5257,f4b79822-0a46-4898-9666-33d2c677b0b3,9dbd988e-8f52-467a-808f-a6b85e6bb57f,93
a6ff284c-afd7-425d-a350-b90b5cc53ec3,8f57e90b-82a2-4097-9b91-447b61e54bec,ef99cfe3-01d3-4f35-aab2-6a337b773f97,29
c60c3ec2-c5c9-4415-9947-88d193115f33,e5a6531c-131b-41d5-86cc-a689fbce3328,f927af82-7bf0-4b01-9e01-3f9fd5924876,81
cda7c21e-3199-4727-9aa4-438fa2fadf13,ef85321b-42ee-4e39-9e76-ab42d0729813,2bc828ec-b60e-4ded-b42b-e9a055c2a3b0,20
915d22d3-e45e-493c-8b9c-48e85f465279,bcc1f1bb-05ba-4c6c-bd5e-1b54698e868d,68e6c358-4fba-4e7a-b11e-16221f9dce8d,31
f3f18a8c-bf70-40dc-a1e8-de202a77e4c9,fcd89b2c-fe89-4e79-bdda-8561027f7512,fafda228-90e2-47e1-b7d3-941c359eae7f,24
75ed0541-c683-4399-8aea-b18106d00211,7ab308c9-51f5-425c-93a8-1d04e95eabd3,99d41a84-30d7-4ccc-a0d3-ff8dc58ea4c5,65
7ed0f03c-3d71-4f87-b331-cea95ddcc0a3,cbbe4a90-af90-49c8-9852-c972e3e9ab8a,74f490e3-5a9f-44b0-95c6-550b186401a5,62
e4665fd8-0957-4cf1-b8ed-a79a8b21fa03,cfc47a36-2aa3-426f-8b8d-26420dca5e6a,be39bff2-50ce-4cbe-a46d-50f4c9e1fb62,39
f6a63913-9a69-4ee8-ad3e-7dd3d85e43c1,020b6a02-5822-44b6-bfa4-121e0a694482,fafda228-90e2-47e1-b7d3-941c359eae7f,75
49b4d68a-26c3-401e-bc83-93b0344fa976,7e7608c6-6cc8-45c6-896b-86cdf166e216,a0e9471f-dd44-4af5-81c2-9029c84df927,45
0deab50b-4f82-4e2e-9407-f670f27d6695,da571bd6-322b-4e6d-a36f-963e9ace82cb,1a2f4a87-5aeb-450d-a742-dd2d7afdd6f6,36
3104b5f9-e215-4230-8dd2-5fe3c9a56a32,bb27857a-6811-4528-89bc-d0c849ab27bd,9bc20f3e-9ed0-46fe-886f-4556eb624af5,72
9683bb24-3e35-45bb-a612-a793dec4b4c2,203214a7-0b9b-404d-b11e-58569b8d4189,7d7d97aa-3684-4401-83f0-fd8f6ae407f8,21
9303df44-048a-47f7-8e62-ca560f79d178,3cdee1e8-8947-486b-923a-f709e01e77f5,e6dd5e3d-057a-4d17-a038-d8306d022832,51
83342060-8901-4f99-95fd-5a3e08d4d424,f73d199e-505f-461f-92a7-a7e00e060443,7438e8a3-7652-441d-bc83-380ab056e4df,32
c7ec6b38-551e-4734-882f-1d3a23b6addc,ee2cfee5-c24d-4e05-b0c3-2dafa0e298fe,7d7d97aa-3684-4401-83f0-fd8f6ae407f8,32
224c1883-d19d-4d28-81cd-d86913941d10,85b5274d-8db5-4be3-93a2-a69e7e2d21de,3943f628-27e5-414d-9e79-0527b5d1acf9,91
63ed0233-c477-47e0-8a44-99f197b9aebd,31934bd6-6195-439f-ac27-eeecf73fc75d,0763cf1e-8f89-4460-8a1e-7ffef1b67e19,38
41517ed3-5ea1-4426-a3db-0a715ef3ca31,6e904d91-3265-45fb-b009-44963d782f79,ae66aa19-2d25-41cd-9608-6835b8e18e54,56
c4ada867-1905-4232-98db-6436b7416391,c57c82c3-aa6f-4e8d-8050-91c1cae6077e,8ce39e28-1438-4886-a55c-a408981c76d9,76
98e6326b-c4a2-4e77-aefb-04d7b4fe1093,a41d16d6-deda-4615-9268-5e173aa76a49,999fd8fc-656e-4fc0-9dba-bbd844d09252,82
d6917143-c610-40e8-af9d-cc2cf0a94502,f6abb4bf-1e44-4606-9db4-d5abb930f876,79c85161-b43b-44fd-86c9-1709cce5f009,49
f8c942cc-f6cf-4e97-8aab-cccde26de83e,813fa6d6-b91a-4b79-b435-75980a54333c,9bc20f3e-9ed0-46fe-886f-4556eb624af5,36
7c39e865-97a0-4276-a2a2-ea4c81dc4075,be2dcdce-a752-4941-b165-7314be9ccc98,815382f6-37ca-42a6-9b04-b0b7d173fcf7,77
e1d90f1c-95f9-496a-b093-8c38c9b80b8a,5c8763b0-2fea-492a-b207-77a4b3cc00a7,99d41a84-30d7-4ccc-a0d3-ff8dc58ea4c5,80
